subj,stage,contrast,channel,beta_uV
s15,P2_EPN,Mouth,AF3,0.9634946507802145
s15,P2_EPN,Mouth,AF4,0.12431198278057919
s15,P2_EPN,Mouth,F7,0.12119802816479397
s15,P2_EPN,Mouth,F5,-0.1393401554637993
s15,P2_EPN,Mouth,F3,-0.17849502099660375
s15,P2_EPN,Mouth,F1,0.9130529663249211
s15,P2_EPN,Mouth,FZ,0.6381977933260731
s15,P2_EPN,Mouth,F2,0.5339841160239235
s15,P2_EPN,Mouth,F4,-0.07756895894341617
s15,P2_EPN,Mouth,F6,1.441096352481881
s15,P2_EPN,Mouth,F8,0.35769791934345296
s15,P2_EPN,Mouth,FT7,0.010415342933352223
s15,P2_EPN,Mouth,FC5,0.40468591480156385
s15,P2_EPN,Mouth,FC3,0.08322687368165016
s15,P2_EPN,Mouth,FC1,-0.15608706672612704
s15,P2_EPN,Mouth,FCZ,0.22325775767688927
s15,P2_EPN,Mouth,FC2,-0.14414691768261872
s15,P2_EPN,Mouth,FC4,0.6452699145266845
s15,P2_EPN,Mouth,FC6,0.08953106887256529
s15,P2_EPN,Mouth,FT8,0.02376535223955184
s15,P2_EPN,Mouth,T7,0.6744762234741399
s15,P2_EPN,Mouth,C5,0.45014723082760405
s15,P2_EPN,Mouth,C3,-0.23836223989836283
s15,P2_EPN,Mouth,C1,0.268093168380429
s15,P2_EPN,Mouth,CZ,0.37635112551111016
s15,P2_EPN,Mouth,C2,-0.31991247301843795
s15,P2_EPN,Mouth,C4,0.28090840155989727
s15,P2_EPN,Mouth,C6,0.07648877621979851
s15,P2_EPN,Mouth,T8,-0.13100038137868375
s15,P2_EPN,Mouth,M1,-0.9025119210072742
s15,P2_EPN,Mouth,TP7,-0.45078199780359474
s15,P2_EPN,Mouth,CP5,0.09503630777647579
s15,P2_EPN,Mouth,CP3,-0.5365608186986469
s15,P2_EPN,Mouth,CP1,-0.3886338883092046
s15,P2_EPN,Mouth,CPZ,-0.27655342343420364
s15,P2_EPN,Mouth,CP2,0.20779483664688667
s15,P2_EPN,Mouth,CP4,-0.08900451080112393
s15,P2_EPN,Mouth,CP6,0.14583587582622573
s15,P2_EPN,Mouth,TP8,0.11307913840811762
s15,P2_EPN,Mouth,M2,1.9727189330599062
s15,P2_EPN,Mouth,P7,-0.5267722827471296
s15,P2_EPN,Mouth,P5,-0.12127043386767827
s15,P2_EPN,Mouth,P3,-0.21588410697053004
s15,P2_EPN,Mouth,P1,-0.4572779665897764
s15,P2_EPN,Mouth,PZ,-0.3401177583190005
s15,P2_EPN,Mouth,P2,-0.6217192260286913
s15,P2_EPN,Mouth,P4,-0.15718158824123174
s15,P2_EPN,Mouth,P6,-0.09828349950391452
s15,P2_EPN,Mouth,P8,-0.508235894001532
s15,P2_EPN,Mouth,PO7,-0.7170221528120995
s15,P2_EPN,Mouth,PO5,-0.36732029665924315
s15,P2_EPN,Mouth,PO3,-0.6912371366000691
s15,P2_EPN,Mouth,POZ,0.02479571418960063
s15,P2_EPN,Mouth,PO4,-1.114611904637721
s15,P2_EPN,Mouth,PO6,-0.7030075107422067
s15,P2_EPN,Mouth,PO8,-0.7632261821381936
s15,P2_EPN,Mouth,CB1,-0.5255723054541125
s15,P2_EPN,Mouth,O1,-0.6535644208920774
s15,P2_EPN,Mouth,OZ,-0.9020817889937242
s15,P2_EPN,Mouth,O2,-1.3075959528729741
s15,P2_EPN,Mouth,CB2,-0.6474391443435314
s15,P2_EPN,Skin,FP1,1.5499218289956924
s15,P2_EPN,Skin,FPZ,1.6362966333883322
s15,P2_EPN,Skin,FP2,0.1749036682445013
s15,P2_EPN,Skin,AF3,1.0420665263971434
s15,P2_EPN,Skin,AF4,0.09272754978586167
s15,P2_EPN,Skin,F7,0.7912656280694699
s15,P2_EPN,Skin,F5,-0.12232589679460262
s15,P2_EPN,Skin,F3,0.3966143499031383
s15,P2_EPN,Skin,F1,0.044832684755724994
s15,P2_EPN,Skin,FZ,0.44398813313071706
s15,P2_EPN,Skin,F2,0.06715043677755825
s15,P2_EPN,Skin,F4,-0.10163448424296201
s15,P2_EPN,Skin,F6,0.7272571304472474
s15,P2_EPN,Skin,F8,-0.8527349010899885
s15,P2_EPN,Skin,FT7,1.2099056229804914
s15,P2_EPN,Skin,FC5,0.9172661432743334
s15,P2_EPN,Skin,FC3,0.11313928249482458
s15,P2_EPN,Skin,FC1,0.4965482384273297
s15,P2_EPN,Skin,FCZ,0.43771411845504404
s15,P2_EPN,Skin,FC2,0.32373543911703556
s15,P2_EPN,Skin,FC4,-0.28592310467112275
s15,P2_EPN,Skin,FC6,-0.3811716259193665
s15,P2_EPN,Skin,FT8,-0.13915142660122826
s15,P2_EPN,Skin,T7,-0.4482381533599936
s15,P2_EPN,Skin,C5,0.09731149778089757
s15,P2_EPN,Skin,C3,0.10180194767221887
s15,P2_EPN,Skin,C1,-0.31070565173388515
s15,P2_EPN,Skin,CZ,0.15969652802048395
s15,P2_EPN,Skin,C2,0.137972894616479
s15,P2_EPN,Skin,C4,-0.44382311577460026
s15,P2_EPN,Skin,C6,-0.6838272853575842
s15,P2_EPN,Skin,T8,-0.4993955322782065
s15,P2_EPN,Skin,M1,0.03427544225136486
s15,P2_EPN,Skin,TP7,-0.002100588064382153
s15,P2_EPN,Skin,CP5,0.4020496344370667
s15,P2_EPN,Skin,CP3,0.33018123612179007
s15,P2_EPN,Skin,CP1,-0.18963983334787043
s15,P2_EPN,Skin,CPZ,0.018481635868124846
s15,P2_EPN,Skin,CP2,-0.41123765689367386
s15,P2_EPN,Skin,CP4,-1.0181669299506313
s15,P2_EPN,Skin,CP6,-0.37008337455827517
s15,P2_EPN,Skin,TP8,-0.6913329588986957
s15,P2_EPN,Skin,M2,-0.13478208588843188
s15,P2_EPN,Skin,P7,-0.3980887243165827
s15,P2_EPN,Skin,P5,-0.31750333571376604
s15,P2_EPN,Skin,P3,-0.22944218171885722
s15,P2_EPN,Skin,P1,-0.18285948125439788
s15,P2_EPN,Skin,PZ,-0.34541498621382105
s15,P2_EPN,Skin,P2,0.10592950692663289
s15,P2_EPN,Skin,P4,-0.34314443725332705
s15,P2_EPN,Skin,P6,0.30334666691229145
s15,P2_EPN,Skin,P8,-0.26813453991884534
s15,P2_EPN,Skin,PO7,-0.21462732398341297
s15,P2_EPN,Skin,PO5,-0.5392894856341993
s15,P2_EPN,Skin,PO3,0.444300528949528
s15,P2_EPN,Skin,POZ,-0.7107552222442662
s15,P2_EPN,Skin,PO4,-0.18984556216055964
s15,P2_EPN,Skin,PO6,-0.5300469452589532
s15,P2_EPN,Skin,PO8,-0.48293751620270375
s15,P2_EPN,Skin,CB1,-0.11552371918794997
s15,P2_EPN,Skin,O1,0.12785244441627847
s15,P2_EPN,Skin,OZ,-0.17787139766141194
s15,P2_EPN,Skin,O2,-0.023878371839691777
s15,P2_EPN,Skin,CB2,-0.5728957431181205
s15,P2_EPN,Surface,FP1,1.3182803640587
s15,P2_EPN,Surface,FPZ,1.2545818625016105
s15,P2_EPN,Surface,FP2,1.2124343021416253
s15,P2_EPN,Surface,AF3,1.002780588588679
s15,P2_EPN,Surface,AF4,0.10851976628322044
s15,P2_EPN,Surface,F7,0.4562318281171319
s15,P2_EPN,Surface,F5,-0.13083302612920095
s15,P2_EPN,Surface,F3,0.10905966445326729
s15,P2_EPN,Surface,F1,0.478942825540323
s15,P2_EPN,Surface,FZ,0.5410929632283951
s15,P2_EPN,Surface,F2,0.3005672764007409
s15,P2_EPN,Surface,F4,-0.08960172159318909
s15,P2_EPN,Surface,F6,1.0841767414645642
s15,P2_EPN,Surface,F8,-0.24751849087326777
s15,P2_EPN,Surface,FT7,0.6101604829569218
s15,P2_EPN,Surface,FC5,0.6609760290379486
s15,P2_EPN,Surface,FC3,0.09818307808823737
s15,P2_EPN,Surface,FC1,0.17023058585060133
s15,P2_EPN,Surface,FCZ,0.33048593806596666
s15,P2_EPN,Surface,FC2,0.08979426071720842
s15,P2_EPN,Surface,FC4,0.17967340492778086
s15,P2_EPN,Surface,FC6,-0.1458202785234006
s15,P2_EPN,Surface,FT8,-0.05769303718083821
s15,P2_EPN,Surface,T7,0.11311903505707316
s15,P2_EPN,Surface,C5,0.2737293643042508
s15,P2_EPN,Surface,C3,-0.06828014611307198
s15,P2_EPN,Surface,C1,-0.021306241676728066
s15,P2_EPN,Surface,CZ,0.26802382676579706
s15,P2_EPN,Surface,C2,-0.09096978920097948
s15,P2_EPN,Surface,C4,-0.0814573571073515
s15,P2_EPN,Surface,C6,-0.3036692545688928
s15,P2_EPN,Surface,T8,-0.3151979568284451
s15,P2_EPN,Surface,M1,-0.4341182393779547
s15,P2_EPN,Surface,TP7,-0.22644129293398846
s15,P2_EPN,Surface,CP5,0.24854297110677126
s15,P2_EPN,Surface,CP3,-0.10318979128842842
s15,P2_EPN,Surface,CP1,-0.2891368608285375
s15,P2_EPN,Surface,CPZ,-0.1290358937830394
s15,P2_EPN,Surface,CP2,-0.1017214101233936
s15,P2_EPN,Surface,CP4,-0.5535857203758776
s15,P2_EPN,Surface,CP6,-0.11212374936602472
s15,P2_EPN,Surface,TP8,-0.289126910245289
s15,P2_EPN,Surface,M2,0.9189684235857372
s15,P2_EPN,Surface,P7,-0.46243050353185616
s15,P2_EPN,Surface,P5,-0.21938688479072216
s15,P2_EPN,Surface,P3,-0.22266314434469364
s15,P2_EPN,Surface,P1,-0.32006872392208713
s15,P2_EPN,Surface,PZ,-0.34276637226641077
s15,P2_EPN,Surface,P2,-0.2578948595510292
s15,P2_EPN,Surface,P4,-0.25016301274727937
s15,P2_EPN,Surface,P6,0.10253158370418847
s15,P2_EPN,Surface,P8,-0.3881852169601887
s15,P2_EPN,Surface,PO7,-0.46582473839775623
s15,P2_EPN,Surface,PO5,-0.45330489114672123
s15,P2_EPN,Surface,PO3,-0.12346830382527058
s15,P2_EPN,Surface,POZ,-0.34297975402733283
s15,P2_EPN,Surface,PO4,-0.6522287333991403
s15,P2_EPN,Surface,PO6,-0.61652722800058
s15,P2_EPN,Surface,PO8,-0.6230818491704486
s15,P2_EPN,Surface,CB1,-0.32054801232103125
s15,P2_EPN,Surface,O1,-0.26285598823789946
s15,P2_EPN,Surface,OZ,-0.5399765933275681
s15,P2_EPN,Surface,O2,-0.665737162356333
s15,P2_EPN,Surface,CB2,-0.610167443730826
s15,P2_EPN,Structural,FP1,-0.5090491563673913
s15,P2_EPN,Structural,FPZ,-0.05469315472677472
s15,P2_EPN,Structural,FP2,-0.8373118377351365
s15,P2_EPN,Structural,AF3,-0.5436934967898226
s15,P2_EPN,Structural,AF4,-0.4603287858942853
s15,P2_EPN,Structural,F7,-0.669847657242326
s15,P2_EPN,Structural,F5,-0.2680973932262697
s15,P2_EPN,Structural,F3,-0.20246137865136352
s15,P2_EPN,Structural,F1,-0.4772003409001998
s15,P2_EPN,Structural,FZ,-0.5792607607287914
s15,P2_EPN,Structural,F2,-0.5626399076988363
s15,P2_EPN,Structural,F4,-0.23549842437146415
s15,P2_EPN,Structural,F6,-0.06229810225730695
s15,P2_EPN,Structural,F8,0.08601681255608562
s15,P2_EPN,Structural,FT7,-0.03570942342955527
s15,P2_EPN,Structural,FC5,-0.20137516947109607
s15,P2_EPN,Structural,FC3,-0.30193241649891095
s15,P2_EPN,Structural,FC1,-0.19771676753241096
s15,P2_EPN,Structural,FCZ,-0.3241608997560321
s15,P2_EPN,Structural,FC2,-0.4897347415338503
s15,P2_EPN,Structural,FC4,0.21724164759505205
s15,P2_EPN,Structural,FC6,0.26556152503680786
s15,P2_EPN,Structural,FT8,-0.34951391996020487
s15,P2_EPN,Structural,T7,-0.603022696148156
s15,P2_EPN,Structural,C5,-0.45149537500780795
s15,P2_EPN,Structural,C3,-0.03939719267902769
s15,P2_EPN,Structural,C1,-0.37847205177341114
s15,P2_EPN,Structural,CZ,-0.211362675566084
s15,P2_EPN,Structural,C2,-0.026601849833386065
s15,P2_EPN,Structural,C4,-0.11721199698727014
s15,P2_EPN,Structural,C6,-0.24549715369820807
s15,P2_EPN,Structural,T8,-0.2907399419309147
s15,P2_EPN,Structural,M1,-0.13796490184597252
s15,P2_EPN,Structural,TP7,-0.09558856930144935
s15,P2_EPN,Structural,CP5,-0.1745314705634805
s15,P2_EPN,Structural,CP3,-0.032165631038981624
s15,P2_EPN,Structural,CP1,-0.0005187139267419927
s15,P2_EPN,Structural,CPZ,0.1271455902459559
s15,P2_EPN,Structural,CP2,0.1042888795118335
s15,P2_EPN,Structural,CP4,0.25604804979627344
s15,P2_EPN,Structural,CP6,-0.054711040675161776
s15,P2_EPN,Structural,TP8,0.3123455971803441
s15,P2_EPN,Structural,M2,1.2494637070718921
s15,P2_EPN,Structural,P7,0.20065635006311539
s15,P2_EPN,Structural,P5,0.06993623022161188
s15,P2_EPN,Structural,P3,0.0730422620990866
s15,P2_EPN,Structural,P1,0.25188687954508765
s15,P2_EPN,Structural,PZ,0.5741492737238869
s15,P2_EPN,Structural,P2,0.6529396924034049
s15,P2_EPN,Structural,P4,0.11631328409342734
s15,P2_EPN,Structural,P6,0.2601276696882119
s15,P2_EPN,Structural,P8,0.4897872652386153
s15,P2_EPN,Structural,PO7,0.2503390827094908
s15,P2_EPN,Structural,PO5,0.1737428874779402
s15,P2_EPN,Structural,PO3,0.15926481771044848
s15,P2_EPN,Structural,POZ,0.41195784425350485
s15,P2_EPN,Structural,PO4,0.6621537134907356
s15,P2_EPN,Structural,PO6,0.6094186259406991
s15,P2_EPN,Structural,PO8,0.564427456303767
s15,P2_EPN,Structural,CB1,0.18001025850421748
s15,P2_EPN,Structural,O1,0.1696825316636278
s15,P2_EPN,Structural,OZ,0.4795028255131477
s15,P2_EPN,Structural,O2,0.6728521757209643
s15,P2_EPN,Structural,CB2,0.5815018031670894
s15,P2_EPN,Surface_minus_Structural,FP1,1.8273295204260913
s15,P2_EPN,Surface_minus_Structural,FPZ,1.3092750172283854
s15,P2_EPN,Surface_minus_Structural,FP2,2.0497461398767616
s15,P2_EPN,Surface_minus_Structural,AF3,1.5464740853785015
s15,P2_EPN,Surface_minus_Structural,AF4,0.5688485521775057
s15,P2_EPN,Surface_minus_Structural,F7,1.1260794853594578
s15,P2_EPN,Surface_minus_Structural,F5,0.13726436709706874
s15,P2_EPN,Surface_minus_Structural,F3,0.3115210431046308
s15,P2_EPN,Surface_minus_Structural,F1,0.9561431664405229
s15,P2_EPN,Surface_minus_Structural,FZ,1.1203537239571864
s15,P2_EPN,Surface_minus_Structural,F2,0.8632071840995772
s15,P2_EPN,Surface_minus_Structural,F4,0.14589670277827504
s15,P2_EPN,Surface_minus_Structural,F6,1.1464748437218713
s15,P2_EPN,Surface_minus_Structural,F8,-0.3335353034293534
s15,P2_EPN,Surface_minus_Structural,FT7,0.6458699063864771
s15,P2_EPN,Surface_minus_Structural,FC5,0.8623511985090446
s15,P2_EPN,Surface_minus_Structural,FC3,0.40011549458714835
s15,P2_EPN,Surface_minus_Structural,FC1,0.3679473533830123
s15,P2_EPN,Surface_minus_Structural,FCZ,0.6546468378219987
s15,P2_EPN,Surface_minus_Structural,FC2,0.5795290022510587
s15,P2_EPN,Surface_minus_Structural,FC4,-0.037568242667271184
s15,P2_EPN,Surface_minus_Structural,FC6,-0.4113818035602085
s15,P2_EPN,Surface_minus_Structural,FT8,0.2918208827793667
s15,P2_EPN,Surface_minus_Structural,T7,0.7161417312052292
s15,P2_EPN,Surface_minus_Structural,C5,0.7252247393120588
s15,P2_EPN,Surface_minus_Structural,C3,-0.02888295343404429
s15,P2_EPN,Surface_minus_Structural,C1,0.3571658100966831
s15,P2_EPN,Surface_minus_Structural,CZ,0.47938650233188107
s15,P2_EPN,Surface_minus_Structural,C2,-0.06436793936759341
s15,P2_EPN,Surface_minus_Structural,C4,0.03575463987991864
s15,P2_EPN,Surface_minus_Structural,C6,-0.05817210087068475
s15,P2_EPN,Surface_minus_Structural,T8,-0.02445801489753041
s15,P2_EPN,Surface_minus_Structural,M1,-0.29615333753198214
s15,P2_EPN,Surface_minus_Structural,TP7,-0.1308527236325391
s15,P2_EPN,Surface_minus_Structural,CP5,0.42307444167025177
s15,P2_EPN,Surface_minus_Structural,CP3,-0.0710241602494468
s15,P2_EPN,Surface_minus_Structural,CP1,-0.28861814690179555
s15,P2_EPN,Surface_minus_Structural,CPZ,-0.2561814840289953
s15,P2_EPN,Surface_minus_Structural,CP2,-0.2060102896352271
s15,P2_EPN,Surface_minus_Structural,CP4,-0.809633770172151
s15,P2_EPN,Surface_minus_Structural,CP6,-0.05741270869086294
s15,P2_EPN,Surface_minus_Structural,TP8,-0.6014725074256331
s15,P2_EPN,Surface_minus_Structural,M2,-0.330495283486155
s15,P2_EPN,Surface_minus_Structural,P7,-0.6630868535949715
s15,P2_EPN,Surface_minus_Structural,P5,-0.28932311501233404
s15,P2_EPN,Surface_minus_Structural,P3,-0.29570540644378024
s15,P2_EPN,Surface_minus_Structural,P1,-0.5719556034671748
s15,P2_EPN,Surface_minus_Structural,PZ,-0.9169156459902976
s15,P2_EPN,Surface_minus_Structural,P2,-0.9108345519544341
s15,P2_EPN,Surface_minus_Structural,P4,-0.3664762968407067
s15,P2_EPN,Surface_minus_Structural,P6,-0.15759608598402342
s15,P2_EPN,Surface_minus_Structural,P8,-0.877972482198804
s15,P2_EPN,Surface_minus_Structural,PO7,-0.716163821107247
s15,P2_EPN,Surface_minus_Structural,PO5,-0.6270477786246614
s15,P2_EPN,Surface_minus_Structural,PO3,-0.28273312153571906
s15,P2_EPN,Surface_minus_Structural,POZ,-0.7549375982808377
s15,P2_EPN,Surface_minus_Structural,PO4,-1.314382446889876
s15,P2_EPN,Surface_minus_Structural,PO6,-1.225945853941279
s15,P2_EPN,Surface_minus_Structural,PO8,-1.1875093054742156
s15,P2_EPN,Surface_minus_Structural,CB1,-0.5005582708252487
s15,P2_EPN,Surface_minus_Structural,O1,-0.43253851990152725
s15,P2_EPN,Surface_minus_Structural,OZ,-1.019479418840716
s15,P2_EPN,Surface_minus_Structural,O2,-1.3385893380772973
s15,P2_EPN,Surface_minus_Structural,CB2,-1.1916692468979155
s15,EditIntegration,FSlim,FP1,0.03285380318282344
s15,EditIntegration,FSlim,FPZ,0.6711788580531977
s15,EditIntegration,FSlim,FP2,-0.5286686749116172
s15,EditIntegration,FSlim,AF3,-0.2799174684626256
s15,EditIntegration,FSlim,AF4,-0.666965405691058
s15,EditIntegration,FSlim,F7,0.25247069335891903
s15,EditIntegration,FSlim,F5,-0.12952241831973388
s15,EditIntegration,FSlim,F3,-0.14825252351332063
s15,EditIntegration,FSlim,F1,-0.3000529862049607
s15,EditIntegration,FSlim,FZ,-0.5052884596686938
s15,EditIntegration,FSlim,F2,-0.3700842990550711
s15,EditIntegration,FSlim,F4,-0.2753261471847168
s15,EditIntegration,FSlim,F6,0.09595995678955527
s15,EditIntegration,FSlim,F8,-0.38500293467559144
s15,EditIntegration,FSlim,FT7,0.4573179506659789
s15,EditIntegration,FSlim,FC5,-0.03256213311252276
s15,EditIntegration,FSlim,FC3,-0.2618852786400054
s15,EditIntegration,FSlim,FC1,-0.3578406895752293
s15,EditIntegration,FSlim,FCZ,-0.35509129167127296
s15,EditIntegration,FSlim,FC2,-0.9440576203255349
s15,EditIntegration,FSlim,FC4,0.4837988739357729
s15,EditIntegration,FSlim,FC6,0.2982670251919671
s15,EditIntegration,FSlim,FT8,-0.4371372671357886
s15,EditIntegration,FSlim,T7,-0.547888288213464
s15,EditIntegration,FSlim,C5,-0.03250872097311769
s15,EditIntegration,FSlim,C3,0.09169718085556394
s15,EditIntegration,FSlim,C1,-0.4142685185552907
s15,EditIntegration,FSlim,CZ,-0.15115966776210493
s15,EditIntegration,FSlim,C2,-0.07565754906680061
s15,EditIntegration,FSlim,C4,0.13568125219528954
s15,EditIntegration,FSlim,C6,-0.2216417772072499
s15,EditIntegration,FSlim,T8,-0.5029926610518598
s15,EditIntegration,FSlim,M1,-0.49443095071997933
s15,EditIntegration,FSlim,TP7,0.10410085087072828
s15,EditIntegration,FSlim,CP5,0.22890924922290082
s15,EditIntegration,FSlim,CP3,0.07555390273816537
s15,EditIntegration,FSlim,CP1,0.03952704168886928
s15,EditIntegration,FSlim,CPZ,0.21726532165277074
s15,EditIntegration,FSlim,CP2,0.03797067077984423
s15,EditIntegration,FSlim,CP4,0.3235982007660092
s15,EditIntegration,FSlim,CP6,0.1324587927205602
s15,EditIntegration,FSlim,TP8,0.18838879767100747
s15,EditIntegration,FSlim,M2,-1.4665762726897433
s15,EditIntegration,FSlim,P7,0.0710902292996665
s15,EditIntegration,FSlim,P5,0.4305098108260017
s15,EditIntegration,FSlim,P3,0.42333398580238435
s15,EditIntegration,FSlim,P1,0.33492024486401417
s15,EditIntegration,FSlim,PZ,0.46542261090402687
s15,EditIntegration,FSlim,P2,0.9473481219803863
s15,EditIntegration,FSlim,P4,0.36381752415268814
s15,EditIntegration,FSlim,P6,0.36258190094513626
s15,EditIntegration,FSlim,P8,0.3143633352223175
s15,EditIntegration,FSlim,PO7,0.14736630926734923
s15,EditIntegration,FSlim,PO5,0.09625069680233594
s15,EditIntegration,FSlim,PO3,0.4563348142743335
s15,EditIntegration,FSlim,POZ,0.16240735077697324
s15,EditIntegration,FSlim,PO4,0.4929105253903009
s15,EditIntegration,FSlim,PO6,0.45840414171360844
s15,EditIntegration,FSlim,PO8,0.37257591477056673
s15,EditIntegration,FSlim,CB1,-0.3594682168187307
s15,EditIntegration,FSlim,O1,-0.4279705487951603
s15,EditIntegration,FSlim,OZ,0.10717115352194112
s15,EditIntegration,FSlim,O2,0.40036999940284346
s15,EditIntegration,FSlim,CB2,0.3980406817923455
s15,EditIntegration,Eye,FP1,-0.44377301126435
s15,EditIntegration,Eye,FPZ,-0.41724982081009254
s15,EditIntegration,Eye,FP2,-0.5952572828561229
s15,EditIntegration,Eye,AF3,-0.23616574086902742
s15,EditIntegration,Eye,AF4,-0.4146222108536703
s15,EditIntegration,Eye,F7,-1.2491994535055484
s15,EditIntegration,Eye,F5,-0.3261031319037309
s15,EditIntegration,Eye,F3,-0.2690802165348829
s15,EditIntegration,Eye,F1,-0.4834116664291039
s15,EditIntegration,Eye,FZ,-0.5625787826010666
s15,EditIntegration,Eye,F2,-0.8831309044030886
s15,EditIntegration,Eye,F4,-0.24959791177954765
s15,EditIntegration,Eye,F6,-0.919351105054066
s15,EditIntegration,Eye,F8,-0.015096394454578332
s15,EditIntegration,Eye,FT7,0.0976708324715202
s15,EditIntegration,Eye,FC5,-0.2685797271541582
s15,EditIntegration,Eye,FC3,-0.25527567317305044
s15,EditIntegration,Eye,FC1,-0.1374013586192314
s15,EditIntegration,Eye,FCZ,-0.36024620437075094
s15,EditIntegration,Eye,FC2,-0.5104490941107145
s15,EditIntegration,Eye,FC4,0.21487800169106605
s15,EditIntegration,Eye,FC6,-0.08081498545326604
s15,EditIntegration,Eye,FT8,-0.8349462261783593
s15,EditIntegration,Eye,T7,-0.24528194294991118
s15,EditIntegration,Eye,C5,-0.6768733035909796
s15,EditIntegration,Eye,C3,-0.18480119998778705
s15,EditIntegration,Eye,C1,-0.46345946701985363
s15,EditIntegration,Eye,CZ,-0.2236487951704489
s15,EditIntegration,Eye,C2,-0.19333005692844718
s15,EditIntegration,Eye,C4,-0.6599956116237384
s15,EditIntegration,Eye,C6,-1.0467566370704158
s15,EditIntegration,Eye,T8,-0.540710132349283
s15,EditIntegration,Eye,M1,0.504241820179005
s15,EditIntegration,Eye,TP7,0.1173087460061157
s15,EditIntegration,Eye,CP5,-0.011159987392337006
s15,EditIntegration,Eye,CP3,-0.16573462566128253
s15,EditIntegration,Eye,CP1,-0.14995424640109295
s15,EditIntegration,Eye,CPZ,-0.19539695335195162
s15,EditIntegration,Eye,CP2,-0.13270216706557028
s15,EditIntegration,Eye,CP4,-0.368128909704287
s15,EditIntegration,Eye,CP6,-0.6410120517163076
s15,EditIntegration,Eye,TP8,0.0814375785360183
s15,EditIntegration,Eye,M2,6.144937579800196
s15,EditIntegration,Eye,P7,0.5496539112123384
s15,EditIntegration,Eye,P5,-0.12859873697293916
s15,EditIntegration,Eye,P3,-0.12031883391555231
s15,EditIntegration,Eye,P1,0.16679834751432318
s15,EditIntegration,Eye,PZ,0.42056604487940247
s15,EditIntegration,Eye,P2,0.13704787903082447
s15,EditIntegration,Eye,P4,-0.411284661008363
s15,EditIntegration,Eye,P6,-0.06071420933459429
s15,EditIntegration,Eye,P8,0.5130188898347104
s15,EditIntegration,Eye,PO7,0.5546354101140596
s15,EditIntegration,Eye,PO5,0.4544467145421632
s15,EditIntegration,Eye,PO3,0.07126480195877799
s15,EditIntegration,Eye,POZ,0.5224346366292983
s15,EditIntegration,Eye,PO4,0.6619466414263351
s15,EditIntegration,Eye,PO6,0.5986186556512522
s15,EditIntegration,Eye,PO8,0.6015675679390948
s15,EditIntegration,Eye,CB1,0.8481751558575973
s15,EditIntegration,Eye,O1,0.8947381266002163
s15,EditIntegration,Eye,OZ,0.6646326135278363
s15,EditIntegration,Eye,O2,0.7113294646119036
s15,EditIntegration,Eye,CB2,0.6008441552710173
s15,EditIntegration,Mouth,FP1,1.1636939643565452
s15,EditIntegration,Mouth,FPZ,1.1204292236837317
s15,EditIntegration,Mouth,FP2,2.694764884678597
s15,EditIntegration,Mouth,AF3,1.4167230481106805
s15,EditIntegration,Mouth,AF4,0.2190658962497254
s15,EditIntegration,Mouth,F7,-0.03545633823984165
s15,EditIntegration,Mouth,F5,-0.29814223727059064
s15,EditIntegration,Mouth,F3,-0.27685337611137073
s15,EditIntegration,Mouth,F1,1.6168935035604761
s15,EditIntegration,Mouth,FZ,0.780717786937314
s15,EditIntegration,Mouth,F2,0.8804524227419455
s15,EditIntegration,Mouth,F4,-0.34307051794803306
s15,EditIntegration,Mouth,F6,1.3547851892533576
s15,EditIntegration,Mouth,F8,0.3937221153670509
s15,EditIntegration,Mouth,FT7,-0.2326627142088779
s15,EditIntegration,Mouth,FC5,0.49985775064871696
s15,EditIntegration,Mouth,FC3,0.3949382475704992
s15,EditIntegration,Mouth,FC1,0.02613319740047986
s15,EditIntegration,Mouth,FCZ,0.32326276543880866
s15,EditIntegration,Mouth,FC2,-0.2259380591807237
s15,EditIntegration,Mouth,FC4,1.0585445861844072
s15,EditIntegration,Mouth,FC6,0.010861416659453893
s15,EditIntegration,Mouth,FT8,-0.1691661176430778
s15,EditIntegration,Mouth,T7,0.94228294638805
s15,EditIntegration,Mouth,C5,0.5031926988874837
s15,EditIntegration,Mouth,C3,-0.22984923518129785
s15,EditIntegration,Mouth,C1,0.5608018122173305
s15,EditIntegration,Mouth,CZ,0.360102153676534
s15,EditIntegration,Mouth,C2,-0.7291543048397832
s15,EditIntegration,Mouth,C4,0.24523534005309494
s15,EditIntegration,Mouth,C6,-0.3407982828997488
s15,EditIntegration,Mouth,T8,-0.5885439962295799
s15,EditIntegration,Mouth,M1,-1.2116764389317094
s15,EditIntegration,Mouth,TP7,-0.4816877160255821
s15,EditIntegration,Mouth,CP5,-0.04657858189322177
s15,EditIntegration,Mouth,CP3,-0.6796011424947054
s15,EditIntegration,Mouth,CP1,-0.49601338708385434
s15,EditIntegration,Mouth,CPZ,-0.7128788660822882
s15,EditIntegration,Mouth,CP2,0.008653716881546425
s15,EditIntegration,Mouth,CP4,-0.3694370555573072
s15,EditIntegration,Mouth,CP6,0.09730111596369934
s15,EditIntegration,Mouth,TP8,0.22830635580460323
s15,EditIntegration,Mouth,M2,3.7707233160183398
s15,EditIntegration,Mouth,P7,-0.5083232943827827
s15,EditIntegration,Mouth,P5,0.11597605728815161
s15,EditIntegration,Mouth,P3,-0.03335027596760589
s15,EditIntegration,Mouth,P1,-0.759268801944953
s15,EditIntegration,Mouth,PZ,-0.8493829229716312
