subj,stage,contrast,channel,beta_uV
s6,EditIntegration,Surface,C1,0.20105001092919889
s6,EditIntegration,Surface,CZ,0.2460140233497487
s6,EditIntegration,Surface,C2,-0.03150911194017295
s6,EditIntegration,Surface,C4,-0.12415222765586278
s6,EditIntegration,Surface,C6,-0.01074147151857778
s6,EditIntegration,Surface,T8,-0.21943249829225556
s6,EditIntegration,Surface,M1,-0.6052834008403806
s6,EditIntegration,Surface,TP7,-0.6374569972992439
s6,EditIntegration,Surface,CP5,-0.22817951126352842
s6,EditIntegration,Surface,CP3,-0.0684267914796093
s6,EditIntegration,Surface,CP1,0.12043803526591876
s6,EditIntegration,Surface,CPZ,0.22089717558911323
s6,EditIntegration,Surface,CP2,0.17512792397157567
s6,EditIntegration,Surface,CP4,-0.05510959041579769
s6,EditIntegration,Surface,CP6,0.012784781362729848
s6,EditIntegration,Surface,TP8,-0.21020985091563135
s6,EditIntegration,Surface,M2,-0.42797278795192273
s6,EditIntegration,Surface,P7,-0.19283540151919454
s6,EditIntegration,Surface,P5,0.1631648153600874
s6,EditIntegration,Surface,P3,0.0316929605350464
s6,EditIntegration,Surface,P1,0.06345305168417224
s6,EditIntegration,Surface,PZ,0.3978185295392292
s6,EditIntegration,Surface,P2,0.11045743258912347
s6,EditIntegration,Surface,P4,0.31668271533485237
s6,EditIntegration,Surface,P6,0.13286773099035462
s6,EditIntegration,Surface,P8,0.019877031578450638
s6,EditIntegration,Surface,PO7,0.17450644971712
s6,EditIntegration,Surface,PO5,0.17276553951599138
s6,EditIntegration,Surface,PO3,0.14521326677050034
s6,EditIntegration,Surface,POZ,0.33715802131545086
s6,EditIntegration,Surface,PO4,0.1777265210884288
s6,EditIntegration,Surface,PO6,0.18779662610731174
s6,EditIntegration,Surface,PO8,0.16386349037531625
s6,EditIntegration,Surface,CB1,0.12836277123982953
s6,EditIntegration,Surface,O1,0.12138827775163258
s6,EditIntegration,Surface,OZ,0.19698649836552967
s6,EditIntegration,Surface,O2,0.154901513035269
s6,EditIntegration,Surface,CB2,0.13787447028195818
s6,EditIntegration,Structural,FP1,-0.07811763038813108
s6,EditIntegration,Structural,FPZ,0.11654358765382267
s6,EditIntegration,Structural,FP2,0.2314687409998995
s6,EditIntegration,Structural,AF3,0.11313483694759618
s6,EditIntegration,Structural,AF4,0.22044138009875702
s6,EditIntegration,Structural,F7,-0.2786352365199298
s6,EditIntegration,Structural,F5,-0.2657482161637798
s6,EditIntegration,Structural,F3,-0.373736084544526
s6,EditIntegration,Structural,F1,-0.279796086093854
s6,EditIntegration,Structural,FZ,-0.22715468218117366
s6,EditIntegration,Structural,F2,-0.10703765724596295
s6,EditIntegration,Structural,F4,0.4315460041465473
s6,EditIntegration,Structural,F6,-0.2961041574748535
s6,EditIntegration,Structural,F8,-0.35827746367839974
s6,EditIntegration,Structural,FT7,-0.26922812268880997
s6,EditIntegration,Structural,FC5,-0.37697465341679715
s6,EditIntegration,Structural,FC3,-0.12966872896509088
s6,EditIntegration,Structural,FC1,-0.7652367363990742
s6,EditIntegration,Structural,FCZ,-0.0111858336559498
s6,EditIntegration,Structural,FC2,0.2614952987654793
s6,EditIntegration,Structural,FC4,-0.22514242481866603
s6,EditIntegration,Structural,FC6,-0.1825152803537984
s6,EditIntegration,Structural,FT8,-0.35741056624430634
s6,EditIntegration,Structural,T7,0.04579660828296639
s6,EditIntegration,Structural,C5,-0.06118159178696361
s6,EditIntegration,Structural,C3,-0.25521872214624
s6,EditIntegration,Structural,C1,-0.00028985719188340253
s6,EditIntegration,Structural,CZ,0.1000214574769051
s6,EditIntegration,Structural,C2,-0.08579058249486199
s6,EditIntegration,Structural,C4,-0.00557517021598411
s6,EditIntegration,Structural,C6,-0.1711663070005257
s6,EditIntegration,Structural,T8,-0.3140198509396579
s6,EditIntegration,Structural,M1,0.22511786354075594
s6,EditIntegration,Structural,TP7,-0.14980295739372654
s6,EditIntegration,Structural,CP5,-0.2668304904763426
s6,EditIntegration,Structural,CP3,-0.25212039029429495
s6,EditIntegration,Structural,CP1,0.029656282389813604
s6,EditIntegration,Structural,CPZ,0.09916687079742298
s6,EditIntegration,Structural,CP2,0.11521050404745359
s6,EditIntegration,Structural,CP4,-0.14742354683266834
s6,EditIntegration,Structural,CP6,-0.1529010521972309
s6,EditIntegration,Structural,TP8,-0.28744639989228327
s6,EditIntegration,Structural,M2,0.2464130506463931
s6,EditIntegration,Structural,P7,-0.01293035507823237
s6,EditIntegration,Structural,P5,-0.43760462545188306
s6,EditIntegration,Structural,P3,0.18522857909905505
s6,EditIntegration,Structural,P1,0.05865163723686795
s6,EditIntegration,Structural,PZ,0.2439353367400552
s6,EditIntegration,Structural,P2,0.0749995279850087
s6,EditIntegration,Structural,P4,-0.5036287307780869
s6,EditIntegration,Structural,P6,0.2666218802571502
s6,EditIntegration,Structural,P8,0.1871471249314199
s6,EditIntegration,Structural,PO7,0.40057286312352514
s6,EditIntegration,Structural,PO5,0.4026426918435373
s6,EditIntegration,Structural,PO3,0.4320084020539133
s6,EditIntegration,Structural,POZ,0.3506604654486332
s6,EditIntegration,Structural,PO4,0.3070720258257454
s6,EditIntegration,Structural,PO6,0.30303650019021083
s6,EditIntegration,Structural,PO8,0.30457119907319563
s6,EditIntegration,Structural,CB1,0.446773039616791
s6,EditIntegration,Structural,O1,0.43508491915342384
s6,EditIntegration,Structural,OZ,0.41274507461152543
s6,EditIntegration,Structural,O2,0.2889446354532637
s6,EditIntegration,Structural,CB2,0.34919199951092433
s6,EditIntegration,Surface_minus_Structural,FP1,0.16692460694346972
s6,EditIntegration,Surface_minus_Structural,FPZ,-0.1632704089202914
s6,EditIntegration,Surface_minus_Structural,FP2,-0.3606532310005211
s6,EditIntegration,Surface_minus_Structural,AF3,0.0981742802769267
s6,EditIntegration,Surface_minus_Structural,AF4,-0.0640987937942605
s6,EditIntegration,Surface_minus_Structural,F7,-0.06632933385850032
s6,EditIntegration,Surface_minus_Structural,F5,-0.08797059901765053
s6,EditIntegration,Surface_minus_Structural,F3,0.47103260685392534
s6,EditIntegration,Surface_minus_Structural,F1,0.6490159428112434
s6,EditIntegration,Surface_minus_Structural,FZ,0.1977336373293203
s6,EditIntegration,Surface_minus_Structural,F2,0.1459312435527869
s6,EditIntegration,Surface_minus_Structural,F4,-0.23904735420527404
s6,EditIntegration,Surface_minus_Structural,F6,0.08745553712331564
s6,EditIntegration,Surface_minus_Structural,F8,0.1397853612231829
s6,EditIntegration,Surface_minus_Structural,FT7,-0.10042891487234057
s6,EditIntegration,Surface_minus_Structural,FC5,0.3508607266582866
s6,EditIntegration,Surface_minus_Structural,FC3,0.09810850067110907
s6,EditIntegration,Surface_minus_Structural,FC1,0.7484890552968757
s6,EditIntegration,Surface_minus_Structural,FCZ,0.19038373040654208
s6,EditIntegration,Surface_minus_Structural,FC2,0.1035804697311914
s6,EditIntegration,Surface_minus_Structural,FC4,0.17758183980031295
s6,EditIntegration,Surface_minus_Structural,FC6,0.0018489328691901341
s6,EditIntegration,Surface_minus_Structural,FT8,0.17353629579760002
s6,EditIntegration,Surface_minus_Structural,T7,-0.8578643803655037
s6,EditIntegration,Surface_minus_Structural,C5,-0.09376430572783659
s6,EditIntegration,Surface_minus_Structural,C3,0.21136924580640873
s6,EditIntegration,Surface_minus_Structural,C1,0.2013398681210823
s6,EditIntegration,Surface_minus_Structural,CZ,0.1459925658728436
s6,EditIntegration,Surface_minus_Structural,C2,0.054281470554689036
s6,EditIntegration,Surface_minus_Structural,C4,-0.11857705743987867
s6,EditIntegration,Surface_minus_Structural,C6,0.1604248354819479
s6,EditIntegration,Surface_minus_Structural,T8,0.09458735264740234
s6,EditIntegration,Surface_minus_Structural,M1,-0.8304012643811365
s6,EditIntegration,Surface_minus_Structural,TP7,-0.48765403990551737
s6,EditIntegration,Surface_minus_Structural,CP5,0.038650979212814185
s6,EditIntegration,Surface_minus_Structural,CP3,0.18369359881468567
s6,EditIntegration,Surface_minus_Structural,CP1,0.09078175287610515
s6,EditIntegration,Surface_minus_Structural,CPZ,0.12173030479169025
s6,EditIntegration,Surface_minus_Structural,CP2,0.059917419924122084
s6,EditIntegration,Surface_minus_Structural,CP4,0.09231395641687065
s6,EditIntegration,Surface_minus_Structural,CP6,0.16568583355996075
s6,EditIntegration,Surface_minus_Structural,TP8,0.07723654897665191
s6,EditIntegration,Surface_minus_Structural,M2,-0.6743858385983158
s6,EditIntegration,Surface_minus_Structural,P7,-0.17990504644096217
s6,EditIntegration,Surface_minus_Structural,P5,0.6007694408119705
s6,EditIntegration,Surface_minus_Structural,P3,-0.15353561856400866
s6,EditIntegration,Surface_minus_Structural,P1,0.004801414447304295
s6,EditIntegration,Surface_minus_Structural,PZ,0.153883192799174
s6,EditIntegration,Surface_minus_Structural,P2,0.03545790460411477
s6,EditIntegration,Surface_minus_Structural,P4,0.8203114461129393
s6,EditIntegration,Surface_minus_Structural,P6,-0.1337541492667956
s6,EditIntegration,Surface_minus_Structural,P8,-0.16727009335296927
s6,EditIntegration,Surface_minus_Structural,PO7,-0.22606641340640513
s6,EditIntegration,Surface_minus_Structural,PO5,-0.2298771523275459
s6,EditIntegration,Surface_minus_Structural,PO3,-0.28679513528341294
s6,EditIntegration,Surface_minus_Structural,POZ,-0.013502444133182356
s6,EditIntegration,Surface_minus_Structural,PO4,-0.1293455047373166
s6,EditIntegration,Surface_minus_Structural,PO6,-0.1152398740828991
s6,EditIntegration,Surface_minus_Structural,PO8,-0.14070770869787938
s6,EditIntegration,Surface_minus_Structural,CB1,-0.31841026837696146
s6,EditIntegration,Surface_minus_Structural,O1,-0.31369664140179127
s6,EditIntegration,Surface_minus_Structural,OZ,-0.21575857624599576
s6,EditIntegration,Surface_minus_Structural,O2,-0.1340431224179947
s6,EditIntegration,Surface_minus_Structural,CB2,-0.21131752922896616
s6,LPP,FSlim,FP1,-0.641073506902709
s6,LPP,FSlim,FPZ,-0.28141544097236154
s6,LPP,FSlim,FP2,0.17827628797385944
s6,LPP,FSlim,AF3,-0.3106192131195732
s6,LPP,FSlim,AF4,-0.09935442372195658
s6,LPP,FSlim,F7,-0.4273036471255849
s6,LPP,FSlim,F5,-0.44538114214361785
s6,LPP,FSlim,F3,-0.8941997938305611
s6,LPP,FSlim,F1,-0.7353169137458424
s6,LPP,FSlim,FZ,-0.5524662717388783
s6,LPP,FSlim,F2,-0.27112950414917925
s6,LPP,FSlim,F4,0.4597055003813193
s6,LPP,FSlim,F6,-0.27868413819117244
s6,LPP,FSlim,F8,-0.3158712331861979
s6,LPP,FSlim,FT7,-0.4473847391156902
s6,LPP,FSlim,FC5,-0.12067465117067644
s6,LPP,FSlim,FC3,-0.3524458646716095
s6,LPP,FSlim,FC1,-1.0909021461601276
s6,LPP,FSlim,FCZ,-0.047626632099459734
s6,LPP,FSlim,FC2,0.124920248376999
s6,LPP,FSlim,FC4,-0.7289093286897136
s6,LPP,FSlim,FC6,-0.01382629241024793
s6,LPP,FSlim,FT8,-0.5719934993512183
s6,LPP,FSlim,T7,-0.11465154480063539
s6,LPP,FSlim,C5,0.1394587860243308
s6,LPP,FSlim,C3,0.28297846297839024
s6,LPP,FSlim,C1,0.2639258169955662
s6,LPP,FSlim,CZ,0.05235311659882511
s6,LPP,FSlim,C2,-0.10534611864202229
s6,LPP,FSlim,C4,-0.2891959601981036
s6,LPP,FSlim,C6,-0.17217276132531734
s6,LPP,FSlim,T8,-0.4551653171757778
s6,LPP,FSlim,M1,0.2928003874789661
s6,LPP,FSlim,TP7,-0.25826962210951226
s6,LPP,FSlim,CP5,0.04823220055591659
s6,LPP,FSlim,CP3,-0.11974860213089272
s6,LPP,FSlim,CP1,0.5760306814077671
s6,LPP,FSlim,CPZ,0.5369354976344823
s6,LPP,FSlim,CP2,0.3236354328129826
s6,LPP,FSlim,CP4,0.19345291241038748
s6,LPP,FSlim,CP6,-0.10691219128067361
s6,LPP,FSlim,TP8,-0.2634308644114643
s6,LPP,FSlim,M2,0.29011541671705093
s6,LPP,FSlim,P7,0.3066014690228285
s6,LPP,FSlim,P5,-0.4557473316135583
s6,LPP,FSlim,P3,0.28729041761814456
s6,LPP,FSlim,P1,0.34655240023527567
s6,LPP,FSlim,PZ,0.8656237415910735
s6,LPP,FSlim,P2,0.46856317950006376
s6,LPP,FSlim,P4,-0.5040849082564925
s6,LPP,FSlim,P6,0.14066028006701836
s6,LPP,FSlim,P8,0.47256046382451194
s6,LPP,FSlim,PO7,0.562378436705125
s6,LPP,FSlim,PO5,0.5459243605601333
s6,LPP,FSlim,PO3,0.5661817799023386
s6,LPP,FSlim,POZ,0.6662678201059502
s6,LPP,FSlim,PO4,0.1768787031859908
s6,LPP,FSlim,PO6,0.1954637486541813
s6,LPP,FSlim,PO8,0.1652812467601504
s6,LPP,FSlim,CB1,0.6309022088712654
s6,LPP,FSlim,O1,0.5803647321156724
s6,LPP,FSlim,OZ,0.32633491020347566
s6,LPP,FSlim,O2,0.18510713289587433
s6,LPP,FSlim,CB2,0.21954996938733012
s6,LPP,Eye,FP1,0.46337641856867
s6,LPP,Eye,FPZ,0.694232012502406
s6,LPP,Eye,FP2,0.6030300001898882
s6,LPP,Eye,AF3,0.2971413608336288
s6,LPP,Eye,AF4,0.9275165315409176
s6,LPP,Eye,F7,0.5411798992675163
s6,LPP,Eye,F5,0.5534728352960638
s6,LPP,Eye,F3,-0.36400664968482366
s6,LPP,Eye,F1,-0.33795388106746455
s6,LPP,Eye,FZ,-0.41938711765398046
s6,LPP,Eye,F2,-0.1958791623620439
s6,LPP,Eye,F4,0.5195616931287791
s6,LPP,Eye,F6,0.36842342240015996
s6,LPP,Eye,F8,0.2731739095430762
s6,LPP,Eye,FT7,0.616558252513282
s6,LPP,Eye,FC5,0.12085042265839777
s6,LPP,Eye,FC3,0.07869038735229539
s6,LPP,Eye,FC1,-1.2226897182141991
s6,LPP,Eye,FCZ,-0.4166084505844981
s6,LPP,Eye,FC2,-0.3079187687230894
s6,LPP,Eye,FC4,-0.6865083516625669
s6,LPP,Eye,FC6,0.24247008091586691
s6,LPP,Eye,FT8,0.02679773500409688
s6,LPP,Eye,T7,0.4933689916363625
s6,LPP,Eye,C5,0.3215872000832443
s6,LPP,Eye,C3,-0.924969838499454
s6,LPP,Eye,C1,-0.5030113607081228
s6,LPP,Eye,CZ,-0.811952424560701
s6,LPP,Eye,C2,-0.8958254967391603
s6,LPP,Eye,C4,-0.0778695966676655
s6,LPP,Eye,C6,0.02383470687852511
s6,LPP,Eye,T8,0.008318365980013398
s6,LPP,Eye,M1,0.7897544506562396
s6,LPP,Eye,TP7,0.15703857244496477
s6,LPP,Eye,CP5,-0.5816284373333938
s6,LPP,Eye,CP3,-0.5645772082100614
s6,LPP,Eye,CP1,-0.9201579231069635
s6,LPP,Eye,CPZ,-0.7910144485665401
s6,LPP,Eye,CP2,-0.6237776283661264
s6,LPP,Eye,CP4,-0.6632912147796076
s6,LPP,Eye,CP6,0.03228591825328261
s6,LPP,Eye,TP8,-0.04796649218854743
s6,LPP,Eye,M2,0.6480754774488506
s6,LPP,Eye,P7,0.4928864452489336
s6,LPP,Eye,P5,-0.5905239355121586
s6,LPP,Eye,P3,0.03543756648502003
s6,LPP,Eye,P1,-0.35159226401856564
s6,LPP,Eye,PZ,-0.6974796245951458
s6,LPP,Eye,P2,-0.5651297247745535
s6,LPP,Eye,P4,-0.6463643309822743
s6,LPP,Eye,P6,0.4033979448703599
s6,LPP,Eye,P8,0.3299223507759382
s6,LPP,Eye,PO7,0.3422511036950733
s6,LPP,Eye,PO5,0.3864541227836313
s6,LPP,Eye,PO3,0.36023903198452734
s6,LPP,Eye,POZ,-0.27879017836976144
s6,LPP,Eye,PO4,0.4265051311325971
s6,LPP,Eye,PO6,0.3803637123363897
s6,LPP,Eye,PO8,0.42260891555803926
s6,LPP,Eye,CB1,0.3517515850884065
s6,LPP,Eye,O1,0.3769392670214249
s6,LPP,Eye,OZ,0.5337139156058854
s6,LPP,Eye,O2,0.37368512381943164
s6,LPP,Eye,CB2,0.46997897547386835
s6,LPP,Mouth,FP1,-0.42714119560344443
s6,LPP,Mouth,FPZ,-0.6894669985481536
s6,LPP,Mouth,FP2,-0.3404058707964786
s6,LPP,Mouth,AF3,0.3190822318156599
s6,LPP,Mouth,AF4,-0.10911181255469156
s6,LPP,Mouth,F7,-0.14298247809368209
s6,LPP,Mouth,F5,-0.1649579010696468
s6,LPP,Mouth,F3,-0.09612922799501444
s6,LPP,Mouth,F1,-0.02278034608246937
s6,LPP,Mouth,FZ,-0.7230876842665965
s6,LPP,Mouth,F2,-0.6398062044245548
s6,LPP,Mouth,F4,-0.1319420903931132
s6,LPP,Mouth,F6,-0.1537641833025103
s6,LPP,Mouth,F8,-0.18564340944767693
s6,LPP,Mouth,FT7,-0.14005261111740103
s6,LPP,Mouth,FC5,0.06323080380670704
s6,LPP,Mouth,FC3,-0.41391693376355765
s6,LPP,Mouth,FC1,-0.30841855942269886
s6,LPP,Mouth,FCZ,-0.6114653674984435
s6,LPP,Mouth,FC2,-0.05079086677452249
s6,LPP,Mouth,FC4,-0.3306046019602012
s6,LPP,Mouth,FC6,-0.3238629589276032
s6,LPP,Mouth,FT8,0.06771474322634172
s6,LPP,Mouth,T7,-0.553846217965622
s6,LPP,Mouth,C5,0.06222322074686021
s6,LPP,Mouth,C3,0.05452674207750241
s6,LPP,Mouth,C1,-0.00032424532916908166
s6,LPP,Mouth,CZ,-0.3878848691640713
s6,LPP,Mouth,C2,-0.5328919574610813
s6,LPP,Mouth,C4,-0.31989242067171597
s6,LPP,Mouth,C6,-0.013766006270540476
s6,LPP,Mouth,T8,0.06593685363286281
s6,LPP,Mouth,M1,0.3420369753750271
s6,LPP,Mouth,TP7,-0.273338846608208
s6,LPP,Mouth,CP5,-0.345414713981452
s6,LPP,Mouth,CP3,-0.7306744657910191
s6,LPP,Mouth,CP1,-0.2338401494010163
s6,LPP,Mouth,CPZ,-0.595148937802553
s6,LPP,Mouth,CP2,-0.3323454725819728
s6,LPP,Mouth,CP4,-0.3631106112557068
s6,LPP,Mouth,CP6,0.021771716384086606
s6,LPP,Mouth,TP8,0.012921652110711418
s6,LPP,Mouth,M2,-0.05132827489568967
s6,LPP,Mouth,P7,0.16992290404134314
s6,LPP,Mouth,P5,0.49843584948972836
s6,LPP,Mouth,P3,0.20142817975578553
s6,LPP,Mouth,P1,-0.37597124183264075
s6,LPP,Mouth,PZ,-0.01241574046455396
s6,LPP,Mouth,P2,-0.23067595360297605
s6,LPP,Mouth,P4,0.2482425001342236
s6,LPP,Mouth,P6,0.6233350313318667
s6,LPP,Mouth,P8,1.0100528807318798
s6,LPP,Mouth,PO7,0.6237111742725906
s6,LPP,Mouth,PO5,0.5896404819164748
s6,LPP,Mouth,PO3,0.5843271051936845
s6,LPP,Mouth,POZ,0.4985964160756172
s6,LPP,Mouth,PO4,0.6748956395094987
s6,LPP,Mouth,PO6,0.675489205177322
s6,LPP,Mouth,PO8,0.644937643481294
s6,LPP,Mouth,CB1,0.6421108628939463
s6,LPP,Mouth,O1,0.5825889950824577
s6,LPP,Mouth,OZ,0.7404519128558921
s6,LPP,Mouth,O2,0.6455825908202067
s6,LPP,Mouth,CB2,0.6960078067898134
s6,LPP,Skin,FP1,0.1554150169469382
s6,LPP,Skin,FPZ,0.4988282580141744
s6,LPP,Skin,FP2,0.651512469814179
s6,LPP,Skin,AF3,0.2467078103648408
s6,LPP,Skin,AF4,1.0088044390179907
s6,LPP,Skin,F7,-0.19057115984857198
s6,LPP,Skin,F5,-0.23299789038475827
s6,LPP,Skin,F3,-0.3330649873092825
s6,LPP,Skin,F1,0.19812177569572037
s6,LPP,Skin,FZ,-0.22502499319305314
s6,LPP,Skin,F2,0.2771825296912614
s6,LPP,Skin,F4,0.5503002747179955
s6,LPP,Skin,F6,0.4910367902885253
s6,LPP,Skin,F8,0.49585023627508784
s6,LPP,Skin,FT7,-0.2247021185931679
s6,LPP,Skin,FC5,-0.07284853095106722
s6,LPP,Skin,FC3,-0.3303279586729573
s6,LPP,Skin,FC1,-0.993399462385147
s6,LPP,Skin,FCZ,-0.2664855886545078
s6,LPP,Skin,FC2,0.17463485597329176
s6,LPP,Skin,FC4,0.048820430137361745
s6,LPP,Skin,FC6,0.3252978427140084
s6,LPP,Skin,FT8,0.09818633619074088
s6,LPP,Skin,T7,0.007331067555221426
s6,LPP,Skin,C5,0.002017919445923
s6,LPP,Skin,C3,-0.7444022186801146
s6,LPP,Skin,C1,-0.5006939025949658
s6,LPP,Skin,CZ,-0.37863200080368825
s6,LPP,Skin,C2,-0.39724342648932986
s6,LPP,Skin,C4,-0.13936006136227402
s6,LPP,Skin,C6,0.2287627838314508
s6,LPP,Skin,T8,0.0082263748838593
s6,LPP,Skin,M1,-0.2605283703072324
s6,LPP,Skin,TP7,-0.15459686694756525
s6,LPP,Skin,CP5,-0.08560938181943634
s6,LPP,Skin,CP3,-0.18760720252113422
s6,LPP,Skin,CP1,-0.14797295456063697
s6,LPP,Skin,CPZ,-0.02537881237946457
s6,LPP,Skin,CP2,-0.04789107207696915
s6,LPP,Skin,CP4,-0.18135699607148026
s6,LPP,Skin,CP6,0.22526975633891216
s6,LPP,Skin,TP8,0.09968051487308632
s6,LPP,Skin,M2,0.20039965894548145
s6,LPP,Skin,P7,0.02996527480721836
s6,LPP,Skin,P5,0.0149820991444371
s6,LPP,Skin,P3,-0.33645312576471254
s6,LPP,Skin,P1,-0.2692430170631268
s6,LPP,Skin,PZ,-0.22623078700372626
s6,LPP,Skin,P2,-0.3072620060565456
s6,LPP,Skin,P4,0.34006350252497985
s6,LPP,Skin,P6,0.07390104260690748
s6,LPP,Skin,P8,0.02194908025848638
s6,LPP,Skin,PO7,0.14004100584069964
s6,LPP,Skin,PO5,0.12473718347147894
s6,LPP,Skin,PO3,0.06949109540524054
s6,LPP,Skin,POZ,-0.05803069227369065
s6,LPP,Skin,PO4,0.07766403077323798
s6,LPP,Skin,PO6,0.09721327534430325
s6,LPP,Skin,PO8,0.05934920753620794
s6,LPP,Skin,CB1,0.01930988900153721
s6,LPP,Skin,O1,0.03570586156404436
s6,LPP,Skin,OZ,0.10886196298246743
s6,LPP,Skin,O2,0.07335021179771818
s6,LPP,Skin,CB2,0.038943935928058976
s6,LPP,Surface,FP1,-0.1358630893282531
s6,LPP,Surface,FPZ,-0.09531937026698961
s6,LPP,Surface,FP2,0.1555532995088502
s6,LPP,Surface,AF3,0.28289502109025033
s6,LPP,Surface,AF4,0.44984631323164953
s6,LPP,Surface,F7,-0.16677681897112703
s6,LPP,Surface,F5,-0.19897789572720254
s6,LPP,Surface,F3,-0.21459710765214848
s6,LPP,Surface,F1,0.0876707148066255
s6,LPP,Surface,FZ,-0.47405633872982483
s6,LPP,Surface,F2,-0.18131183736664672
s6,LPP,Surface,F4,0.20917909216244113
s6,LPP,Surface,F6,0.1686363034930075
s6,LPP,Surface,F8,0.15510341341370545
s6,LPP,Surface,FT7,-0.18237736485528447
s6,LPP,Surface,FC5,-0.0048088635721800915
s6,LPP,Surface,FC3,-0.37212244621825746
s6,LPP,Surface,FC1,-0.650909010903923
s6,LPP,Surface,FCZ,-0.43897547807647563
s6,LPP,Surface,FC2,0.06192199459938463
s6,LPP,Surface,FC4,-0.14089208591141972
s6,LPP,Surface,FC6,0.0007174418932026083
s6,LPP,Surface,FT8,0.0829505397085413
s6,LPP,Surface,T7,-0.2732575752052003
s6,LPP,Surface,C5,0.032120570096391604
s6,LPP,Surface,C3,-0.3449377383013061
s6,LPP,Surface,C1,-0.25050907396206745
s6,LPP,Surface,CZ,-0.3832584349838798
s6,LPP,Surface,C2,-0.4650676919752056
s6,LPP,Surface,C4,-0.229626241016995
s6,LPP,Surface,C6,0.10749838878045516
s6,LPP,Surface,T8,0.037081614258361054
s6,LPP,Surface,M1,0.040754302533897335
s6,LPP,Surface,TP7,-0.21396785677788663
s6,LPP,Surface,CP5,-0.21551204790044418
s6,LPP,Surface,CP3,-0.45914083415607665
s6,LPP,Surface,CP1,-0.19090655198082662
s6,LPP,Surface,CPZ,-0.3102638750910088
s6,LPP,Surface,CP2,-0.19011827232947096
s6,LPP,Surface,CP4,-0.2722338036635935
s6,LPP,Surface,CP6,0.12352073636149938
s6,LPP,Surface,TP8,0.05630108349189887
s6,LPP,Surface,M2,0.07453569202489589
s6,LPP,Surface,P7,0.09994408942428075
s6,LPP,Surface,P5,0.2567089743170827
s6,LPP,Surface,P3,-0.0675124730044635
s6,LPP,Surface,P1,-0.3226071294478838
s6,LPP,Surface,PZ,-0.11932326373414011
s6,LPP,Surface,P2,-0.2689689798297608
s6,LPP,Surface,P4,0.29415300132960176
s6,LPP,Surface,P6,0.3486180369693871
s6,LPP,Surface,P8,0.5160009804951831
s6,LPP,Surface,PO7,0.38187609005664513
s6,LPP,Surface,PO5,0.35718883269397683
s6,LPP,Surface,PO3,0.3269091002994625
s6,LPP,Surface,POZ,0.2202828619009633
s6,LPP,Surface,PO4,0.37627983514136837
s6,LPP,Surface,PO6,0.38635124026081263
s6,LPP,Surface,PO8,0.352143425508751
s6,LPP,Surface,CB1,0.3307103759477417
s6,LPP,Surface,O1,0.309147428323251
s6,LPP,Surface,OZ,0.42465693791917974
s6,LPP,Surface,O2,0.35946640130896246
s6,LPP,Surface,CB2,0.3674758713589362
s6,LPP,Structural,FP1,-0.08884854416701951
s6,LPP,Structural,FPZ,0.2064082857650222
s6,LPP,Structural,FP2,0.3906531440818738
