analysis,excluded_participant,n_participants,participants,metric,cluster_start_ms,cluster_end_ms,cluster_mass_abs_t,joint_familywise_p,peak_time_ms,peak_t,n_permutations,cluster_forming_p,seed
N29,,29,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,100.0,100.0,2.776741240632815,0.6706329367063294,100.0,-2.776741240632815,10000,0.05,20260818
N29,,29,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,220.0,220.0,2.1349835184059556,0.8568143185681432,220.0,-2.1349835184059556,10000,0.05,20260818
N29,,29,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,360.0,360.0,2.380425384948392,0.7491250874912508,360.0,2.380425384948392,10000,0.05,20260818
N29,,29,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,420.0,580.0,24.0628655731775,0.042195780421957804,520.0,4.33762085067708,10000,0.05,20260818
N29,,29,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,80.0,80.0,2.101397513624218,0.8740125987401259,80.0,2.101397513624218,10000,0.05,20260818
N29,,29,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,440.0,580.0,23.101662371051745,0.046795320467953205,580.0,-3.2102947723982402,10000,0.05,20260818
N29,,29,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,660.0,680.0,4.449054446230811,0.6028397160283971,660.0,-2.379581514272688,10000,0.05,20260818
N28_unified_primary,,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,100.0,100.0,2.9227442292906636,0.6759324067593241,100.0,-2.9227442292906636,10000,0.05,20260819
N28_unified_primary,,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,220.0,220.0,2.2815047704937395,0.8029197080291971,220.0,-2.2815047704937395,10000,0.05,20260819
N28_unified_primary,,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,360.0,360.0,2.1694271921359296,0.8546145385461453,360.0,2.1694271921359296,10000,0.05,20260819
N28_unified_primary,,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,420.0,540.0,17.90532164408644,0.0766923307669233,520.0,4.092568088687748,10000,0.05,20260819
N28_unified_primary,,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,440.0,580.0,22.654746271617185,0.045295470452954706,580.0,-3.265787886732215,10000,0.05,20260819
N28_unified_primary,,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,660.0,680.0,4.62266401081901,0.5807419258074192,660.0,-2.4475550076899437,10000,0.05,20260819
leave_s18_out,,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,100.0,100.0,2.9227442292906636,0.6676332366763323,100.0,-2.9227442292906636,10000,0.05,20260820
leave_s18_out,,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,220.0,220.0,2.2815047704937395,0.8009199080091991,220.0,-2.2815047704937395,10000,0.05,20260820
leave_s18_out,,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,360.0,360.0,2.1694271921359296,0.8540145985401459,360.0,2.1694271921359296,10000,0.05,20260820
leave_s18_out,,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,420.0,540.0,17.90532164408644,0.0775922407759224,520.0,4.092568088687748,10000,0.05,20260820
leave_s18_out,,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,440.0,580.0,22.654746271617185,0.04659534046595341,580.0,-3.265787886732215,10000,0.05,20260820
leave_s18_out,,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,660.0,680.0,4.62266401081901,0.5660433956604339,660.0,-2.4475550076899437,10000,0.05,20260820
LOPO_s1,s1,28,s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,100.0,100.0,2.8169655316187474,0.6736326367363263,100.0,-2.8169655316187474,10000,0.05,20260918
LOPO_s1,s1,28,s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,220.0,220.0,2.259634296150437,0.8033196680331967,220.0,-2.259634296150437,10000,0.05,20260918
LOPO_s1,s1,28,s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,360.0,360.0,2.3551956797021716,0.7651234876512348,360.0,2.3551956797021716,10000,0.05,20260918
LOPO_s1,s1,28,s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,420.0,540.0,18.492691659967996,0.07839216078392161,520.0,4.116202849645253,10000,0.05,20260918
LOPO_s1,s1,28,s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,440.0,580.0,23.193415763731377,0.044995500449955005,560.0,-3.161823829414938,10000,0.05,20260918
LOPO_s1,s1,28,s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,660.0,680.0,4.556036230386113,0.5911408859114089,660.0,-2.399420571913414,10000,0.05,20260918
LOPO_s1,s1,28,s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,980.0,980.0,2.1638794489399755,0.8482151784821518,980.0,-2.1638794489399755,10000,0.05,20260918
LOPO_s2,s2,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,100.0,100.0,3.196596521848946,0.6595340465953404,100.0,-3.196596521848946,10000,0.05,20260919
LOPO_s2,s2,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,220.0,220.0,2.1645986333971767,0.8444155584441556,220.0,-2.1645986333971767,10000,0.05,20260919
LOPO_s2,s2,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,360.0,360.0,2.171691535998069,0.8412158784121588,360.0,2.171691535998069,10000,0.05,20260919
LOPO_s2,s2,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,420.0,560.0,20.331598109095545,0.062493750624937505,520.0,4.072843695069878,10000,0.05,20260919
LOPO_s2,s2,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,80.0,80.0,2.208896111687424,0.8231176882311769,80.0,2.208896111687424,10000,0.05,20260919
LOPO_s2,s2,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,440.0,580.0,24.96591730124392,0.0370962903709629,560.0,-3.4451451867781855,10000,0.05,20260919
LOPO_s2,s2,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,660.0,680.0,4.684454381587644,0.5627437256274372,660.0,-2.476546969188004,10000,0.05,20260919
LOPO_s2,s2,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,900.0,900.0,2.2057426625340297,0.8246175382461753,900.0,-2.2057426625340297,10000,0.05,20260919
LOPO_s2,s2,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,980.0,980.0,2.2623198527887287,0.7989201079892011,980.0,-2.2623198527887287,10000,0.05,20260919
LOPO_s3,s3,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s30;s4;s6;s7;s8;s9,G,100.0,100.0,2.552491766305615,0.6982301769823017,100.0,-2.552491766305615,10000,0.05,20260920
LOPO_s3,s3,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s30;s4;s6;s7;s8;s9,G,220.0,220.0,2.0915268089471044,0.88001199880012,220.0,-2.0915268089471044,10000,0.05,20260920
LOPO_s3,s3,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s30;s4;s6;s7;s8;s9,G,360.0,360.0,2.3955314906855576,0.7417258274172582,360.0,2.3955314906855576,10000,0.05,20260920
LOPO_s3,s3,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s30;s4;s6;s7;s8;s9,G,420.0,580.0,23.461668407646624,0.0466953304669533,520.0,4.296067862134997,10000,0.05,20260920
LOPO_s3,s3,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s30;s4;s6;s7;s8;s9,A,440.0,580.0,21.173023039023505,0.0603939606039396,580.0,-2.9507811588183936,10000,0.05,20260920
LOPO_s3,s3,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s30;s4;s6;s7;s8;s9,A,660.0,660.0,2.1767694385078045,0.835916408359164,660.0,-2.1767694385078045,10000,0.05,20260920
LOPO_s4,s4,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s6;s7;s8;s9,G,100.0,100.0,2.7423117147319576,0.6724327567243276,100.0,-2.7423117147319576,10000,0.05,20260921
LOPO_s4,s4,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s6;s7;s8;s9,G,220.0,220.0,2.2068402902124213,0.8237176282371763,220.0,-2.2068402902124213,10000,0.05,20260921
LOPO_s4,s4,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s6;s7;s8;s9,G,360.0,360.0,2.26549160241088,0.7951204879512048,360.0,2.26549160241088,10000,0.05,20260921
LOPO_s4,s4,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s6;s7;s8;s9,G,420.0,580.0,23.75169535369174,0.04279572042795721,520.0,4.300814826475157,10000,0.05,20260921
LOPO_s4,s4,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s6;s7;s8;s9,A,440.0,580.0,23.90212344812324,0.042195780421957804,580.0,-3.307238812141811,10000,0.05,20260921
LOPO_s4,s4,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s6;s7;s8;s9,A,660.0,680.0,4.567472407381564,0.5786421357864213,660.0,-2.427328370930792,10000,0.05,20260921
LOPO_s6,s6,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s7;s8;s9,G,60.0,60.0,2.0540631998025325,0.8977102289771023,60.0,-2.0540631998025325,10000,0.05,20260922
LOPO_s6,s6,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s7;s8;s9,G,100.0,100.0,2.6662815749158293,0.6882311768823117,100.0,-2.6662815749158293,10000,0.05,20260922
LOPO_s6,s6,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s7;s8;s9,G,220.0,220.0,2.2615329416691385,0.7997200279972003,220.0,-2.2615329416691385,10000,0.05,20260922
LOPO_s6,s6,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s7;s8;s9,G,360.0,360.0,2.281609102370474,0.7902209779022098,360.0,2.281609102370474,10000,0.05,20260922
LOPO_s6,s6,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s7;s8;s9,G,420.0,580.0,23.122137942808102,0.05319468053194681,520.0,4.153190337794802,10000,0.05,20260922
LOPO_s6,s6,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s7;s8;s9,A,440.0,580.0,22.471899725596813,0.05649435056494351,580.0,-3.20772214460177,10000,0.05,20260922
LOPO_s6,s6,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s7;s8;s9,A,660.0,660.0,2.2676640611326335,0.7971202879712029,660.0,-2.2676640611326335,10000,0.05,20260922
LOPO_s6,s6,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s7;s8;s9,A,900.0,900.0,2.16358072348628,0.8449155084491551,900.0,-2.16358072348628,10000,0.05,20260922
LOPO_s6,s6,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s7;s8;s9,A,980.0,980.0,2.1379716301744955,0.8586141385861414,980.0,-2.1379716301744955,10000,0.05,20260922
LOPO_s7,s7,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s8;s9,G,100.0,100.0,2.527878340870796,0.7395260473952605,100.0,-2.527878340870796,10000,0.05,20260923
