identity,picture_filename,cond_id,fslim,eye,mouth,skin,g_total,g_eye,g_mouth,g_contour,eye_ratio_change,mouth_ratio_change,face_ratio_change,a_deltaE,a_luminance,a_contrast,a_texture,a_edge,a_one_minus_ssim,identity_cosine,identity_distance,G_raw,A_raw,I_raw,G,A,I
F_2,F_2_ (17).jpg,17,1,1,1,1,0.012424006141551583,0.004927573388059565,0.016342912055133902,0.018570392346893737,0.049852980486500886,0.08446790775215307,0.005044912021656245,13.928185029030258,12.350115749383917,3.0305446522129316,0.005686095299283983,0.0006571577925472329,0.012339537431102277,0.9341425554742616,0.06585744452573838,0.9758417497330661,1.1180771278724562,0.06585744452573838,0.3975896654197136,0.7281456817934572,-0.8392677899167569
F_2,F_2_ (2).jpg,2,0,0,0,0,0.00961401394051072,0.004927573388059565,0.025840412847023216,0.002760496138900533,0.05102599179206546,0.04352741661955939,0.004841631370041788,0.08369800983278883,0.06882742565750277,0.014213427855565897,0.0018025037563212185,8.31416456503059e-05,0.000742694800418553,0.9558436366112515,0.04415636338874851,0.7223009564543453,0.11331153250857084,0.04415636338874851,-0.597986270455119,-1.3047936960021582,-1.387094214504561
F_2,F_2_ (3).jpg,3,0,0,0,1,0.011421659503012549,0.006968641114982578,0.024390243902439025,0.003309363934808451,0.07945736434108497,0.016968651136036517,0.0025839793281653423,15.662497367414991,14.255133106276503,2.0466864284232287,0.007954167528285807,0.00018071870438590362,0.007373018510173135,0.928279277578735,0.07172072242126504,0.7465504861672968,1.131864453109883,0.07172072242126504,-0.5027659000906691,0.7560415378209412,-0.6912540321876057
F_2,F_2_ (4).jpg,4,1,0,0,0,0.020121450354444542,0.011018389059820138,0.040931498691535645,0.020001106200278895,0.08447744466237017,0.04537470725995307,0.002083633198308399,1.7360813787827363,1.7356031128404652,0.839340358629542,0.0021993695772741725,0.002110146662675845,0.008382895180377048,0.9464308481366277,0.0535691518633723,1.2789994977075525,0.47723667922280183,0.0535691518633723,1.587995969487773,-0.5684649793949106,-1.149475903098639
F_2,F_2_ (5).jpg,5,1,0,0,1,0.01946975696495541,0.008534807466143476,0.040333926490558274,0.017991904843299742,0.05564784053156124,0.01728763040238457,0.005044912021656245,13.97601207074979,12.3977003669942,2.9224398179457367,0.006904654819886043,0.0020865395998579377,0.013447584852221084,0.9158656914122937,0.08413430858770632,1.1030175223324687,1.290920065149252,0.08413430858770632,0.8969694188271569,1.077858306295295,-0.37788298477547483
F_2,F_2_ (6).jpg,6,0,0,1,0,0.0062645523807855,0.004927573388059565,0.01303713375182558,0.002165928995197288,0.05102599179206546,0.04045478582760431,0.007418950957670645,0.058189285296034024,0.04496392819191897,0.031167503707266064,0.001495846706501073,4.194396286561104e-05,0.0006800848608384813,0.9642259500588908,0.03577404994110922,0.6476992974350325,0.09389150134566138,0.03577404994110922,-0.8909238113356499,-1.3440861899442889,-1.5986990086070663
F_2,F_2_ (7).jpg,7,0,0,1,1,0.00918999648240393,0.006968641114982578,0.015967162700194566,0.003371220441964717,0.07945736434108497,0.05658381808566881,0.0025839793281653423,15.745852935473534,14.332889946793614,2.0575895612917776,0.00760702928407145,0.0001260151218146193,0.007346493771030138,0.9435762790553337,0.0564237209446663,0.7768053000671397,1.112505880562294,0.0564237209446663,-0.38396464419200765,0.7168733929207828,-1.0774145913293076
F_2,F_2_ (8).jpg,8,1,0,1,0,0.014766493406660414,0.012562896430188115,0.016342912055133902,0.019707203468845767,0.07242925189128613,0.032786885245901676,0.004736153092207651,1.68090147908323,1.6795670068898971,0.8304786544345291,0.0018811854609082047,0.001130727132928281,0.007996452030308632,0.9576188003646819,0.042381199635318056,1.0986776878369142,0.38338114871510687,0.042381199635318056,0.8799282368793515,-0.758362607929743,-1.4319068026867259
F_2,F_2_ (9).jpg,9,1,0,1,1,0.015246482046232137,0.012070040470863255,0.017766618514260573,0.019079228728941463,0.03183831672203752,0.05819672131147513,0.007388672986106903,13.977566528950174,12.373969137742648,3.066755647297711,0.006879671902997318,0.0013021417987517398,0.013601092783145918,0.9313027439423038,0.06869725605769617,1.105677645901742,1.2454961308088386,0.06869725605769617,0.9074148977490061,0.985952188847488,-0.7675790206690402
M_1,M_1_ (10).jpg,10,0,1,0,0,0.007581024939053585,0.005481173441673662,0.018721771465505115,0.001645795474437161,0.02499999999999991,0.03308823529411775,0.0003330814508430979,0.15401226363692927,0.15277239240015206,0.024220588980053748,0.0009982355307088838,0.00015509887553315227,0.0013914194591235773,0.9264688273163174,0.07353117268368259,0.48090128551198347,0.08599729923608297,0.07353117268368259,-1.5458877904054753,-1.3600585066705866,-0.6455506643280341
